,generator,sample_index,input_prompt,total_output
141,unwatermarked,141,"</s>Combined company will make Chevron second-largest petroleum producer in the world.
The combined company will remain far behind Exxon Mobil Corp. and Royal Dutch Shell Plc. in market capitalization, but Chevron will jump from being the world's fourth","</s>Combined company will make Chevron second-largest petroleum producer in the world.
The combined company will remain far behind Exxon Mobil Corp. and Royal Dutch Shell Plc. in market capitalization, but Chevron will jump from being the world's fourth-largest state oil producer to the world's second-largest, according to Thomson Reuters Eikon utility-salver research. [N1N2UJG0] [N2UJG1] (Reporting by Susanna Tw"
142,unwatermarked,142,"</s>No longer limited to calling other Jaxtr users, the service is taking cue from Skype for its revenue strategy.
Jaxtr, the dial-around service (see Jaxtr makes click-to-call really simple) that lets","</s>No longer limited to calling other Jaxtr users, the service is taking cue from Skype for its revenue strategy.
Jaxtr, the dial-around service (see Jaxtr makes click-to-call really simple) that lets third parties - even Jextr - add in voice services like Hangouts and whatnot, is launching the service beyond the two main rival offerings: Calln911, which is the same one that's being used by the Spanish tourist website, and"
143,unwatermarked,143,"</s>YOKOHAMA, Japan â€“ Nissan Motor Co. announced it has licensed its Around View Monitor and Moving Object Detection technology, jointly developed with Clarion Co for use by Hitachi Construction Machinery Co.
These two systems","</s>YOKOHAMA, Japan â€“ Nissan Motor Co. announced it has licensed its Around View Monitor and Moving Object Detection technology, jointly developed with Clarion Co for use by Hitachi Construction Machinery Co.
These two systems provide the same total vision sensor as the Around View Monitor, with clearer color tone and enhanced illumination performance than traditional NADA instruments.
With Around View, intelligent control signals generated by high-speed sensors are transferred to the system by increasing output sensor attributes"
144,unwatermarked,144,"</s>A three member bench of the Supreme Court has adjourned the hearing of Orange Line Metro Train case till Friday.
During the course of proceedings today, the court summoned the Chairman Planning Commission, the Secretary Finance and the NAB prosecution team on the","</s>A three member bench of the Supreme Court has adjourned the hearing of Orange Line Metro Train case till Friday.
During the course of proceedings today, the court summoned the Chairman Planning Commission, the Secretary Finance and the NAB prosecution team on the LRT. The bench has decided not to decide on higher court techniques of the case, but adjourned the matter till July 27. The high court on May 22 had stayed the hearing slated for Tuesday to accept the pleas.
In its very first"
145,unwatermarked,145,"</s>A concrete slab and 10-foot high block walls with exposed rebar sit behind a chain link fence as an ugly reminder of how quickly the oceanfront condominium market crashed here in 2008.
NEW SMYRNA BEACH â€�","</s>A concrete slab and 10-foot high block walls with exposed rebar sit behind a chain link fence as an ugly reminder of how quickly the oceanfront condominium market crashed here in 2008.
NEW SMYRNA BEACH â€‚The tall concrete block wall studded with five tiny protest signs weighs nearly twice as much as an iron酸酸薩, a stonework iron boating accessory, previously owned by the Singular Department.
Water flowing"
146,unwatermarked,146,"</s>A primary school caretaker has been found guilty of attacking a group of teenagers.
Karl Lucas, 27, of Manor Fields, Horsham, who is employed as a premises officer at the Three Bridges Primary School, Gales Drive, was","</s>A primary school caretaker has been found guilty of attacking a group of teenagers.
Karl Lucas, 27, of Manor Fields, Horsham, who is employed as a premises officer at the Three Bridges Primary School, Gales Drive, was handed a 22-week sentence
Lucas went on to blaze a 1200 blaze while care and learning assistants were involved.
A183 Rover Canal Road is now a "" primary school caretaking estate due to its focus on social care first and foremost."""
147,unwatermarked,147,"</s>ply tires, air shocks. $400.
Awesome Tire And wheel combo.
trucks and SUV's with six bolt hubs.","</s>ply tires, air shocks. $400.
Awesome Tire And wheel combo.
trucks and SUV's with six bolt hubs. when i Log type tire they sell for 60$. mehs.
Yeah a bro, everything cools better when it's matched to the tire mashup and difference. :P</s>What about Play the Same Deck (Win/Golf)? Its"
148,unwatermarked,148,"</s>It may be noted that Air India's was the only service that plied between Madurai and Mumbai.
Some passengers pointed out that all the tickets used to be sold out during the festive season and summer.
Chennai: Much to","</s>It may be noted that Air India's was the only service that plied between Madurai and Mumbai.
Some passengers pointed out that all the tickets used to be sold out during the festive season and summer.
Chennai: Much to the surprise of many passengers at the Oyelukkad venue of the lucrative Air India Express, and the numerous ensuring that things did go as planned during the festive season secondary pestered the online ticket tracking counter.
During a conversation at the time"
149,unwatermarked,149,"</s>It's not always easy to keep mentally focused during running. Focus requires discipline and a certain level of mental toughness, meaning that you have developed the capacity to perform to the best of your ability despite external conditions or internal distractions. You can minimize distractions","</s>It's not always easy to keep mentally focused during running. Focus requires discipline and a certain level of mental toughness, meaning that you have developed the capacity to perform to the best of your ability despite external conditions or internal distractions. You can minimize distractions entirely and start close to the beginning of a workout but vary it down and change it thoroughly back in the next frame while staying on your typical intensity level.
Thanks Mike! That's valid. I've been running week in and throughout the week so"
150,unwatermarked,150,"</s>Initiated by Joint Chiefs of Staff Chairman General Nathan Twining and Chief of Naval Operations Admiral Arleigh Burke, and then presided over by General Thomas Power, Director of the Joint Strategic Target Planning Staff (1960-1964), SIOP-62","</s>Initiated by Joint Chiefs of Staff Chairman General Nathan Twining and Chief of Naval Operations Admiral Arleigh Burke, and then presided over by General Thomas Power, Director of the Joint Strategic Target Planning Staff (1960-1964), SIOP-62 is the most comprehensive overview of IIFA. The working paper “National Strategic Policy in IIFA: A History and Implementations in Cold War Era Time” (Tom Brown, 1990; Nick Keene, 2004) pertains to the strategic"
